STATION,DATE,TMAX,TMIN
USW00013873,6/1/1944,93,66
USW00013873,6/2/1944,96,71
USW00013873,6/3/1944,97,70
USW00013873,6/4/1944,96,69
USW00013873,6/5/1944,82,69
USW00013873,6/6/1944,88,69
USW00013873,6/7/1944,88,65
USW00013873,6/8/1944,84,57
USW00013873,6/9/1944,85,66
USW00013873,6/10/1944,88,66
USW00013873,6/11/1944,91,69
USW00013873,6/12/1944,88,69
USW00013873,6/13/1944,87,66
USW00013873,6/14/1944,94,69
USW00013873,6/15/1944,96,70
USW00013873,6/16/1944,99,71
USW00013873,6/17/1944,98,74
USW00013873,6/18/1944,100,76
USW00013873,6/19/1944,101,74
USW00013873,6/20/1944,90,69
USW00013873,6/21/1944,89,60
USW00013873,6/22/1944,99,66
USW00013873,6/23/1944,101,77
USW00013873,6/24/1944,99,78
USW00013873,6/25/1944,94,66
USW00013873,6/26/1944,95,70
USW00013873,6/27/1944,93,70
USW00013873,6/28/1944,89,69
USW00013873,6/29/1944,93,71
USW00013873,6/30/1944,89,72
USW00013873,7/1/1944,95,66
USW00013873,7/2/1944,79,70
USW00013873,7/3/1944,80,65
USW00013873,7/4/1944,82,60
USW00013873,7/5/1944,80,64
USW00013873,7/6/1944,83,68
USW00013873,7/7/1944,85,60
USW00013873,7/8/1944,89,62
USW00013873,7/9/1944,87,66
USW00013873,7/10/1944,90,67
USW00013873,7/11/1944,89,69
USW00013873,7/12/1944,88,70
USW00013873,7/13/1944,88,72
USW00013873,7/14/1944,88,72
USW00013873,7/15/1944,88,72
USW00013873,7/16/1944,96,70
USW00013873,7/17/1944,100,72
USW00013873,7/18/1944,98,72
USW00013873,7/19/1944,85,72
USW00013873,7/20/1944,91,66
USW00013873,7/21/1944,87,68
USW00013873,7/22/1944,86,66
USW00013873,7/23/1944,90,65
USW00013873,7/24/1944,92,66
USW00013873,7/25/1944,96,66
USW00013873,7/26/1944,95,70
USW00013873,7/27/1944,98,76
USW00013873,7/28/1944,95,74
USW00013873,7/29/1944,96,70
USW00013873,7/30/1944,93,71
USW00013873,7/31/1944,76,68
USW00013873,8/1/1944,76,70
USW00013873,8/2/1944,84,70
USW00013873,8/3/1944,89,70
USW00013873,8/4/1944,87,71
USW00013873,8/5/1944,89,71
USW00013873,8/6/1944,88,70
USW00013873,8/7/1944,88,72
USW00013873,8/8/1944,92,72
USW00013873,8/9/1944,83,70
USW00013873,8/10/1944,84,67
USW00013873,8/11/1944,88,64
USW00013873,8/12/1944,91,68
USW00013873,8/13/1944,95,72
USW00013873,8/14/1944,90,71
USW00013873,8/15/1944,81,69
USW00013873,8/16/1944,80,71
USW00013873,8/17/1944,90,74
USW00013873,8/18/1944,90,70
USW00013873,8/19/1944,90,71
USW00013873,8/20/1944,87,66
USW00013873,8/21/1944,86,68
USW00013873,8/22/1944,88,65
USW00013873,8/23/1944,93,71
USW00013873,8/24/1944,93,70
USW00013873,8/25/1944,96,77
USW00013873,8/26/1944,84,67
USW00013873,8/27/1944,71,63
USW00013873,8/28/1944,61,57
USW00013873,8/29/1944,67,57
USW00013873,8/30/1944,84,64
USW00013873,8/31/1944,86,67
USW00013873,9/1/1944,91,72
USW00013873,9/2/1944,92,70
USW00013873,9/3/1944,95,71
USW00013873,9/4/1944,96,71
USW00013873,9/5/1944,96,70
USW00013873,9/6/1944,91,71
USW00013873,9/7/1944,88,69
USW00013873,9/8/1944,73,58
USW00013873,9/9/1944,77,58
USW00013873,9/10/1944,70,61
USW00013873,9/11/1944,66,59
USW00013873,9/12/1944,77,62
USW00013873,9/13/1944,85,62
USW00013873,9/14/1944,93,60
USW00013873,9/15/1944,85,59
USW00013873,9/16/1944,84,63
USW00013873,9/17/1944,80,61
USW00013873,9/18/1944,76,65
USW00013873,9/19/1944,86,67
USW00013873,9/20/1944,88,66
USW00013873,9/21/1944,77,67
USW00013873,9/22/1944,80,66
USW00013873,9/23/1944,82,57
USW00013873,9/24/1944,72,64
USW00013873,9/25/1944,74,57
USW00013873,9/26/1944,81,60
USW00013873,9/27/1944,84,62
USW00013873,9/28/1944,84,64
USW00013873,9/29/1944,87,71
USW00013873,9/30/1944,83,70
USW00013873,10/1/1944,82,64
USW00013873,10/2/1944,85,62
USW00013873,10/3/1944,85,62
USW00013873,10/4/1944,85,62
USW00013873,10/5/1944,85,64
USW00013873,10/6/1944,89,69
USW00013873,10/7/1944,87,65
USW00013873,10/8/1944,80,51
USW00013873,10/9/1944,75,44
USW00013873,10/10/1944,71,43
USW00013873,10/11/1944,69,50
USW00013873,10/12/1944,61,51
USW00013873,10/13/1944,59,49
USW00013873,10/14/1944,75,47
USW00013873,10/15/1944,77,48
USW00013873,10/16/1944,66,42
USW00013873,10/17/1944,75,40
USW00013873,10/18/1944,72,44
USW00013873,10/19/1944,64,55
USW00013873,10/20/1944,75,53
USW00013873,10/21/1944,74,48
USW00013873,10/22/1944,69,47
USW00013873,10/23/1944,70,43
USW00013873,10/24/1944,75,41
USW00013873,10/25/1944,81,47
USW00013873,10/26/1944,83,51
USW00013873,10/27/1944,67,42
USW00013873,10/28/1944,72,36
USW00013873,10/29/1944,84,44
USW00013873,10/30/1944,75,42
USW00013873,10/31/1944,75,47
USW00013873,11/1/1944,73,53
USW00013873,11/2/1944,72,51
USW00013873,11/3/1944,61,51
USW00013873,11/4/1944,74,51
USW00013873,11/5/1944,70,42
USW00013873,11/6/1944,65,36
USW00013873,11/7/1944,68,37
USW00013873,11/8/1944,72,39
USW00013873,11/9/1944,62,50
USW00013873,11/10/1944,63,44
USW00013873,11/11/1944,68,40
USW00013873,11/12/1944,71,35
USW00013873,11/13/1944,69,38
USW00013873,11/14/1944,67,43
USW00013873,11/15/1944,69,56
USW00013873,11/16/1944,67,48
USW00013873,11/17/1944,60,42
USW00013873,11/18/1944,57,36
USW00013873,11/19/1944,45,40
USW00013873,11/20/1944,49,39
USW00013873,11/21/1944,50,34
USW00013873,11/22/1944,54,33
USW00013873,11/23/1944,55,31
USW00013873,11/24/1944,53,33
USW00013873,11/25/1944,43,37
USW00013873,11/26/1944,46,36
USW00013873,11/27/1944,56,36
USW00013873,11/28/1944,56,32
USW00013873,11/29/1944,48,34
USW00013873,11/30/1944,48,29
USW00013873,12/1/1944,48,26
USW00013873,12/2/1944,43,21
USW00013873,12/3/1944,48,20
USW00013873,12/4/1944,49,23
USW00013873,12/5/1944,52,28
USW00013873,12/6/1944,48,32
USW00013873,12/7/1944,43,37
USW00013873,12/8/1944,50,34
USW00013873,12/9/1944,54,31
USW00013873,12/10/1944,50,32
USW00013873,12/11/1944,44,29
USW00013873,12/12/1944,34,27
USW00013873,12/13/1944,36,24
USW00013873,12/14/1944,35,24
USW00013873,12/15/1944,47,19
USW00013873,12/16/1944,48,26
USW00013873,12/17/1944,54,28
USW00013873,12/18/1944,55,32
USW00013873,12/19/1944,45,28
USW00013873,12/20/1944,52,20
USW00013873,12/21/1944,59,30
USW00013873,12/22/1944,49,34
USW00013873,12/23/1944,45,32
USW00013873,12/24/1944,48,37
USW00013873,12/25/1944,68,44
USW00013873,12/26/1944,64,44
USW00013873,12/27/1944,45,31
USW00013873,12/28/1944,56,31
USW00013873,12/29/1944,45,35
USW00013873,12/30/1944,44,35
USW00013873,12/31/1944,62,42
USW00013873,1/1/1945,62,25
USW00013873,1/2/1945,43,21
USW00013873,1/3/1945,50,28
USW00013873,1/4/1945,53,34
USW00013873,1/5/1945,57,29
USW00013873,1/6/1945,48,31
USW00013873,1/7/1945,52,42
USW00013873,1/8/1945,55,39
USW00013873,1/9/1945,46,30
USW00013873,1/10/1945,46,24
USW00013873,1/11/1945,53,26
USW00013873,1/12/1945,57,31
USW00013873,1/13/1945,60,40
USW00013873,1/14/1945,61,35
USW00013873,1/15/1945,57,38
USW00013873,1/16/1945,47,30
USW00013873,1/17/1945,53,25
USW00013873,1/18/1945,55,31
USW00013873,1/19/1945,45,39
USW00013873,1/20/1945,61,38
USW00013873,1/21/1945,46,41
USW00013873,1/22/1945,59,41
USW00013873,1/23/1945,47,34
USW00013873,1/24/1945,61,35
USW00013873,1/25/1945,53,35
USW00013873,1/26/1945,61,35
USW00013873,1/27/1945,58,30
USW00013873,1/28/1945,61,43
USW00013873,1/29/1945,50,29
USW00013873,1/30/1945,50,24
USW00013873,1/31/1945,42,22
USW00013873,2/1/1945,42,16
USW00013873,2/2/1945,49,20
USW00013873,2/3/1945,42,28
USW00013873,2/4/1945,39,35
USW00013873,2/5/1945,51,37
USW00013873,2/6/1945,44,37
USW00013873,2/7/1945,43,38
USW00013873,2/8/1945,42,30
USW00013873,2/9/1945,60,28
USW00013873,2/10/1945,65,33
USW00013873,2/11/1945,66,46
USW00013873,2/12/1945,55,46
USW00013873,2/13/1945,66,46
USW00013873,2/14/1945,67,40
USW00013873,2/15/1945,74,44
USW00013873,2/16/1945,75,53
USW00013873,2/17/1945,73,56
USW00013873,2/18/1945,56,40
USW00013873,2/19/1945,52,40
USW00013873,2/20/1945,41,35
USW00013873,2/21/1945,48,37
USW00013873,2/22/1945,64,43
USW00013873,2/23/1945,59,37
USW00013873,2/24/1945,63,36
USW00013873,2/25/1945,61,35
USW00013873,2/26/1945,64,47
USW00013873,2/27/1945,72,59
USW00013873,2/28/1945,71,40
USW00013873,3/1/1945,63,33
USW00013873,3/2/1945,75,42
USW00013873,3/3/1945,67,56
USW00013873,3/4/1945,61,54
USW00013873,3/5/1945,57,53
USW00013873,3/6/1945,79,48
USW00013873,3/7/1945,65,44
USW00013873,3/8/1945,59,43
USW00013873,3/9/1945,64,35
USW00013873,3/10/1945,69,37
USW00013873,3/11/1945,69,37
USW00013873,3/12/1945,65,46
USW00013873,3/13/1945,61,51
USW00013873,3/14/1945,56,52
USW00013873,3/15/1945,75,52
USW00013873,3/16/1945,82,
USW00013873,3/17/1945,85,62
USW00013873,3/18/1945,83,60
USW00013873,3/19/1945,85,59
USW00013873,3/20/1945,,61
USW00013873,3/21/1945,61,41
USW00013873,3/22/1945,65,39
USW00013873,3/23/1945,77,39
USW00013873,3/24/1945,84,54
USW00013873,3/25/1945,81,53
USW00013873,3/26/1945,,53
USW00013873,3/27/1945,74,52
USW00013873,3/28/1945,82,56
USW00013873,3/29/1945,80,60
USW00013873,3/30/1945,81,57
USW00013873,3/31/1945,75,60
USW00013873,4/1/1945,79,59
USW00013873,4/2/1945,73,60
USW00013873,4/3/1945,84,57
USW00013873,4/4/1945,84,60
USW00013873,4/5/1945,64,44
USW00013873,4/6/1945,50,36
USW00013873,4/7/1945,64,33
USW00013873,4/8/1945,74,44
USW00013873,4/9/1945,75,48
USW00013873,4/10/1945,78,52
USW00013873,4/11/1945,79,52
USW00013873,4/12/1945,81,56
USW00013873,4/13/1945,83,58
USW00013873,4/14/1945,86,61
USW00013873,4/15/1945,87,61
USW00013873,4/16/1945,79,62
USW00013873,4/17/1945,71,55
USW00013873,4/18/1945,75,51
USW00013873,4/19/1945,73,46
USW00013873,4/20/1945,80,54
USW00013873,4/21/1945,82,55
USW00013873,4/22/1945,71,58
USW00013873,4/23/1945,62,54
USW00013873,4/24/1945,75,54
USW00013873,4/25/1945,78,61
USW00013873,4/26/1945,84,52
USW00013873,4/27/1945,79,46
USW00013873,4/28/1945,56,48
USW00013873,4/29/1945,68,50
USW00013873,4/30/1945,72,46
USW00013873,5/1/1945,70,48
USW00013873,5/2/1945,55,47
USW00013873,5/3/1945,65,45
USW00013873,5/4/1945,55,42
USW00013873,5/5/1945,66,40
USW00013873,5/6/1945,73,45
USW00013873,5/7/1945,79,51
USW00013873,5/8/1945,78,53
USW00013873,5/9/1945,79,49
USW00013873,5/10/1945,79,54
USW00013873,5/11/1945,64,47
USW00013873,5/12/1945,63,51
USW00013873,5/13/1945,75,60
USW00013873,5/14/1945,84,60
USW00013873,5/15/1945,85,64
USW00013873,5/16/1945,86,64
USW00013873,5/17/1945,82,54
USW00013873,5/18/1945,68,50
USW00013873,5/19/1945,80,48
USW00013873,5/20/1945,80,53
USW00013873,5/21/1945,85,57
USW00013873,5/22/1945,84,61
USW00013873,5/23/1945,84,54
USW00013873,5/24/1945,81,57
USW00013873,5/25/1945,85,58
USW00013873,5/26/1945,78,62
USW00013873,5/27/1945,88,62
USW00013873,5/28/1945,88,64
USW00013873,5/29/1945,91,68
USW00013873,5/30/1945,92,67
USW00013873,5/31/1945,95,68
USW00013873,6/1/1945,97,68
USW00013873,6/2/1945,91,69
USW00013873,6/3/1945,87,63
USW00013873,6/4/1945,85,59
USW00013873,6/5/1945,81,53
USW00013873,6/6/1945,77,58
USW00013873,6/7/1945,82,57
USW00013873,6/8/1945,89,61
USW00013873,6/9/1945,92,67
USW00013873,6/10/1945,92,65
USW00013873,6/11/1945,94,69
USW00013873,6/12/1945,95,68
USW00013873,6/13/1945,96,70
USW00013873,6/14/1945,93,73
USW00013873,6/15/1945,91,70
USW00013873,6/16/1945,94,67
USW00013873,6/17/1945,90,67
USW00013873,6/18/1945,80,64
USW00013873,6/19/1945,73,65
USW00013873,6/20/1945,86,66
USW00013873,6/21/1945,89,64
USW00013873,6/22/1945,93,63
USW00013873,6/23/1945,93,67
USW00013873,6/24/1945,91,70
USW00013873,6/25/1945,95,69
USW00013873,6/26/1945,95,71
USW00013873,6/27/1945,97,70
USW00013873,6/28/1945,100,72
USW00013873,6/29/1945,101,73
USW00013873,6/30/1945,98,69
USW00013873,7/1/1945,96,67
USW00013873,7/2/1945,94,72
USW00013873,7/3/1945,91,69
USW00013873,7/4/1945,85,69
USW00013873,7/5/1945,91,71
USW00013873,7/6/1945,88,71
USW00013873,7/7/1945,92,67
USW00013873,7/8/1945,95,67
USW00013873,7/9/1945,87,69
USW00013873,7/10/1945,91,70
USW00013873,7/11/1945,90,70
USW00013873,7/12/1945,86,67
USW00013873,7/13/1945,82,68
USW00013873,7/14/1945,84,70
USW00013873,7/15/1945,76,68
USW00013873,7/16/1945,81,68
USW00013873,7/17/1945,84,67
USW00013873,7/18/1945,86,69
USW00013873,7/19/1945,86,69
USW00013873,7/20/1945,86,69
USW00013873,7/21/1945,88,67
USW00013873,7/22/1945,93,71
USW00013873,7/23/1945,96,74
USW00013873,7/24/1945,93,71
USW00013873,7/25/1945,93,70
USW00013873,7/26/1945,92,70
USW00013873,7/27/1945,88,70
USW00013873,7/28/1945,84,71
USW00013873,7/29/1945,81,70
USW00013873,7/30/1945,86,70
USW00013873,7/31/1945,92,70
USW00013873,8/1/1945,93,70
USW00013873,8/2/1945,91,74
USW00013873,8/3/1945,94,72
USW00013873,8/4/1945,87,73
USW00013873,8/5/1945,87,72
USW00013873,8/6/1945,89,72
USW00013873,8/7/1945,82,71
USW00013873,8/8/1945,90,70
USW00013873,8/9/1945,84,65
USW00013873,8/10/1945,84,65
USW00013873,8/11/1945,82,64
USW00013873,8/12/1945,79,68
USW00013873,8/13/1945,83,68
USW00013873,8/14/1945,89,70
USW00013873,8/15/1945,89,69
USW00013873,8/16/1945,88,69
USW00013873,8/17/1945,89,68
USW00013873,8/18/1945,87,66
USW00013873,8/19/1945,83,66
USW00013873,8/20/1945,81,63
USW00013873,8/21/1945,87,68
USW00013873,8/22/1945,93,71
USW00013873,8/23/1945,91,70
USW00013873,8/24/1945,81,69
USW00013873,8/25/1945,87,67
USW00013873,8/26/1945,88,63
USW00013873,8/27/1945,86,61
USW00013873,8/28/1945,86,62
USW00013873,8/29/1945,88,64
USW00013873,8/30/1945,90,66
USW00013873,8/31/1945,91,66
USW00013873,9/1/1945,90,67
USW00013873,9/2/1945,93,70
USW00013873,9/3/1945,84,65
USW00013873,9/4/1945,80,64
USW00013873,9/5/1945,74,57
USW00013873,9/6/1945,84,70
USW00013873,9/7/1945,88,70
USW00013873,9/8/1945,93,69
USW00013873,9/9/1945,96,70
USW00013873,9/10/1945,93,69
USW00013873,9/11/1945,87,63
USW00013873,9/12/1945,86,56
USW00013873,9/13/1945,75,63
USW00013873,9/14/1945,79,69
USW00013873,9/15/1945,79,66
USW00013873,9/16/1945,68,62
USW00013873,9/17/1945,77,61
USW00013873,9/18/1945,82,60
USW00013873,9/19/1945,88,60
USW00013873,9/20/1945,89,68
USW00013873,9/21/1945,92,71
USW00013873,9/22/1945,90,69
USW00013873,9/23/1945,85,69
USW00013873,9/24/1945,86,66
USW00013873,9/25/1945,87,69
USW00013873,9/26/1945,85,67
USW00013873,9/27/1945,85,67
USW00013873,9/28/1945,83,67
USW00013873,9/29/1945,80,68
USW00013873,9/30/1945,86,68
USW00013873,10/1/1945,71,62
USW00013873,10/2/1945,80,56
USW00013873,10/3/1945,76,51
USW00013873,10/4/1945,66,50
USW00013873,10/5/1945,64,55
USW00013873,10/6/1945,69,57
USW00013873,10/7/1945,80,56
USW00013873,10/8/1945,81,55
USW00013873,10/9/1945,68,48
USW00013873,10/10/1945,66,41
USW00013873,10/11/1945,69,43
USW00013873,10/12/1945,78,42
USW00013873,10/13/1945,84,51
USW00013873,10/14/1945,75,
USW00013873,10/15/1945,58,43
USW00013873,10/16/1945,70,36
USW00013873,10/17/1945,74,41
USW00013873,10/18/1945,78,45
USW00013873,10/19/1945,78,49
USW00013873,10/20/1945,84,50
USW00013873,10/21/1945,82,54
USW00013873,10/22/1945,76,53
USW00013873,10/23/1945,67,56
USW00013873,10/24/1945,69,49
USW00013873,10/25/1945,58,48
USW00013873,10/26/1945,70,49
USW00013873,10/27/1945,75,42
USW00013873,10/28/1945,79,42
USW00013873,10/29/1945,74,46
USW00013873,10/30/1945,77,50
USW00013873,10/31/1945,78,55
USW00013873,11/1/1945,79,52
USW00013873,11/2/1945,80,54
USW00013873,11/3/1945,65,45
USW00013873,11/4/1945,55,35
USW00013873,11/5/1945,66,32
USW00013873,11/6/1945,73,42
USW00013873,11/7/1945,72,42
USW00013873,11/8/1945,74,50
USW00013873,11/9/1945,76,52
USW00013873,11/10/1945,76,59
USW00013873,11/11/1945,62,52
USW00013873,11/12/1945,72,55
USW00013873,11/13/1945,72,61
USW00013873,11/14/1945,66,41
USW00013873,11/15/1945,58,32
USW00013873,11/16/1945,61,29
USW00013873,11/17/1945,69,46
USW00013873,11/18/1945,74,52
USW00013873,11/19/1945,66,47
USW00013873,11/20/1945,64,39
USW00013873,11/21/1945,59,44
USW00013873,11/22/1945,51,32
USW00013873,11/23/1945,41,37
USW00013873,11/24/1945,49,34
USW00013873,11/25/1945,59,30
USW00013873,11/26/1945,62,31
USW00013873,11/27/1945,49,42
USW00013873,11/28/1945,58,37
USW00013873,11/29/1945,57,36
USW00013873,11/30/1945,54,33
USW00013873,12/1/1945,56,29
USW00013873,12/2/1945,56,32
USW00013873,12/3/1945,58,41
USW00013873,12/4/1945,50,40
USW00013873,12/5/1945,40,37
USW00013873,12/6/1945,55,33
USW00013873,12/7/1945,54,32
USW00013873,12/8/1945,63,32
USW00013873,12/9/1945,57,36
USW00013873,12/10/1945,57,25
USW00013873,12/11/1945,40,22
USW00013873,12/12/1945,46,23
USW00013873,12/13/1945,32,30
USW00013873,12/14/1945,45,30
USW00013873,12/15/1945,45,32
USW00013873,12/16/1945,33,20
USW00013873,12/17/1945,43,17
USW00013873,12/18/1945,32,28
USW00013873,12/19/1945,34,20
USW00013873,12/20/1945,33,16
USW00013873,12/21/1945,50,23
USW00013873,12/22/1945,49,27
USW00013873,12/23/1945,43,30
USW00013873,12/24/1945,31,27
USW00013873,12/25/1945,39,31
USW00013873,12/26/1945,52,31
USW00013873,12/27/1945,50,30
USW00013873,12/28/1945,43,40
USW00013873,12/29/1945,52,40
USW00013873,12/30/1945,50,42
USW00013873,12/31/1945,45,35
USW00013873,1/1/1946,40,25
USW00013873,1/2/1946,47,18
USW00013873,1/3/1946,47,34
USW00013873,1/4/1946,64,32
USW00013873,1/5/1946,65,45
USW00013873,1/6/1946,63,55
USW00013873,1/7/1946,70,64
USW00013873,1/8/1946,72,57
USW00013873,1/9/1946,69,55
USW00013873,1/10/1946,63,47
USW00013873,1/11/1946,52,45
USW00013873,1/12/1946,58,43
USW00013873,1/13/1946,53,33
USW00013873,1/14/1946,48,29
USW00013873,1/15/1946,43,26
USW00013873,1/16/1946,41,27
USW00013873,1/17/1946,49,25
USW00013873,1/18/1946,57,31
USW00013873,1/19/1946,53,37
USW00013873,1/20/1946,43,32
USW00013873,1/21/1946,46,30
USW00013873,1/22/1946,42,32
USW00013873,1/23/1946,44,26
USW00013873,1/24/1946,37,24
USW00013873,1/25/1946,54,29
USW00013873,1/26/1946,55,36
USW00013873,1/27/1946,55,29
USW00013873,1/28/1946,50,28
USW00013873,1/29/1946,51,32
USW00013873,1/30/1946,50,37
USW00013873,1/31/1946,61,33
USW00013873,2/1/1946,50,29
USW00013873,2/2/1946,57,30
USW00013873,2/3/1946,65,32
USW00013873,2/4/1946,48,36
USW00013873,2/5/1946,52,34
USW00013873,2/6/1946,57,41
USW00013873,2/7/1946,57,33
USW00013873,2/8/1946,59,34
USW00013873,2/9/1946,50,43
USW00013873,2/10/1946,68,33
USW00013873,2/11/1946,56,30
USW00013873,2/12/1946,59,32
USW00013873,2/13/1946,70,42
USW00013873,2/14/1946,59,34
USW00013873,2/15/1946,48,33
USW00013873,2/16/1946,55,29
USW00013873,2/17/1946,68,31
USW00013873,2/18/1946,65,37
USW00013873,2/19/1946,61,44
USW00013873,2/20/1946,53,35
USW00013873,2/21/1946,62,28
USW00013873,2/22/1946,65,37
USW00013873,2/23/1946,65,44
USW00013873,2/24/1946,55,40
USW00013873,2/25/1946,63,33
USW00013873,2/26/1946,71,38
USW00013873,2/27/1946,64,44
USW00013873,2/28/1946,62,41
USW00013873,3/1/1946,64,36
USW00013873,3/2/1946,62,43
USW00013873,3/3/1946,74,39
USW00013873,3/4/1946,76,47
USW00013873,3/5/1946,76,43
USW00013873,3/6/1946,73,53
USW00013873,3/7/1946,66,59
USW00013873,3/8/1946,73,53
USW00013873,3/9/1946,61,39
USW00013873,3/10/1946,59,33
USW00013873,3/11/1946,63,34
USW00013873,3/12/1946,68,37
USW00013873,3/13/1946,72,46
USW00013873,3/14/1946,69,58
USW00013873,3/15/1946,80,54
USW00013873,3/16/1946,66,54
USW00013873,3/17/1946,64,55
USW00013873,3/18/1946,67,51
USW00013873,3/19/1946,61,45
USW00013873,3/20/1946,59,40
USW00013873,3/21/1946,70,41
USW00013873,3/22/1946,75,41
USW00013873,3/23/1946,79,52
USW00013873,3/24/1946,76,54
USW00013873,3/25/1946,75,57
USW00013873,3/26/1946,72,59
USW00013873,3/27/1946,69,58
USW00013873,3/28/1946,64,59
USW00013873,3/29/1946,74,53
USW00013873,3/30/1946,80,55
USW00013873,3/31/1946,73,56
USW00013873,4/1/1946,77,48
USW00013873,4/2/1946,82,53
USW00013873,4/3/1946,86,57
USW00013873,4/4/1946,83,58
USW00013873,4/5/1946,78,54
USW00013873,4/6/1946,68,50
USW00013873,4/7/1946,83,56
USW00013873,4/8/1946,78,61
USW00013873,4/9/1946,78,61
USW00013873,4/10/1946,61,52
USW00013873,4/11/1946,55,48
USW00013873,4/12/1946,59,42
USW00013873,4/13/1946,67,36
USW00013873,4/14/1946,75,43
USW00013873,4/15/1946,76,49
USW00013873,4/16/1946,79,50
USW00013873,4/17/1946,58,48
USW00013873,4/18/1946,73,42
USW00013873,4/19/1946,82,50
USW00013873,4/20/1946,85,54
USW00013873,4/21/1946,76,57
USW00013873,4/22/1946,80,55
USW00013873,4/23/1946,86,58
USW00013873,4/24/1946,82,61
USW00013873,4/25/1946,75,61
USW00013873,4/26/1946,68,46
USW00013873,4/27/1946,64,42
USW00013873,4/28/1946,71,40
USW00013873,4/29/1946,80,54
USW00013873,4/30/1946,79,57
USW00013873,5/1/1946,78,57
USW00013873,5/2/1946,78,64
USW00013873,5/3/1946,85,64
USW00013873,5/4/1946,64,48
USW00013873,5/5/1946,80,50
USW00013873,5/6/1946,84,55
USW00013873,5/7/1946,77,61
USW00013873,5/8/1946,72,48
USW00013873,5/9/1946,76,44
USW00013873,5/10/1946,81,53
USW00013873,5/11/1946,83,59
USW00013873,5/12/1946,81,60
USW00013873,5/13/1946,80,58
USW00013873,5/14/1946,79,65
USW00013873,5/15/1946,76,66
USW00013873,5/16/1946,86,63
USW00013873,5/17/1946,83,62
USW00013873,5/18/1946,80,61
USW00013873,5/19/1946,83,54
USW00013873,5/20/1946,72,62
USW00013873,5/21/1946,79,58
USW00013873,5/22/1946,78,50
USW00013873,5/23/1946,80,58
USW00013873,5/24/1946,81,62
USW00013873,5/25/1946,87,65
USW00013873,5/26/1946,80,64
USW00013873,5/27/1946,77,58
USW00013873,5/28/1946,72,
USW00013873,5/29/1946,79,
USW00013873,5/30/1946,82,
USW00013873,5/31/1946,86,
USW00013873,6/1/1946,79,64
USW00013873,6/2/1946,83,65
USW00013873,6/3/1946,79,68
USW00013873,6/4/1946,74,59
USW00013873,6/5/1946,77,51
USW00013873,6/6/1946,82,56
USW00013873,6/7/1946,87,58
USW00013873,6/8/1946,90,63
USW00013873,6/9/1946,93,66
USW00013873,6/10/1946,87,65
USW00013873,6/11/1946,87,66
USW00013873,6/12/1946,92,70
USW00013873,6/13/1946,87,69
USW00013873,6/14/1946,88,68
USW00013873,6/15/1946,89,64
USW00013873,6/16/1946,85,68
USW00013873,6/17/1946,90,66
USW00013873,6/18/1946,92,70
USW00013873,6/19/1946,93,72
USW00013873,6/20/1946,92,71
USW00013873,6/21/1946,90,70
USW00013873,6/22/1946,81,69
USW00013873,6/23/1946,85,64
USW00013873,6/24/1946,90,66
USW00013873,6/25/1946,86,66
USW00013873,6/26/1946,75,61
USW00013873,6/27/1946,87,62
USW00013873,6/28/1946,89,67
USW00013873,6/29/1946,84,69
USW00013873,6/30/1946,89,69
USW00013873,7/1/1946,88,68
USW00013873,7/2/1946,86,70
USW00013873,7/3/1946,74,71
USW00013873,7/4/1946,78,67
USW00013873,7/5/1946,76,66
USW00013873,7/6/1946,88,67
USW00013873,7/7/1946,90,70
USW00013873,7/8/1946,93,71
USW00013873,7/9/1946,87,70
USW00013873,7/10/1946,93,72
USW00013873,7/11/1946,95,72
USW00013873,7/12/1946,96,71
USW00013873,7/13/1946,90,71
USW00013873,7/14/1946,88,72
USW00013873,7/15/1946,91,71
USW00013873,7/16/1946,83,68
USW00013873,7/17/1946,82,70
USW00013873,7/18/1946,86,70
USW00013873,7/19/1946,91,66
USW00013873,7/20/1946,94,63
USW00013873,7/21/1946,93,68
USW00013873,7/22/1946,85,67
USW00013873,7/23/1946,91,70
USW00013873,7/24/1946,92,71
USW00013873,7/25/1946,91,73
USW00013873,7/26/1946,93,70
USW00013873,7/27/1946,74,66
USW00013873,7/28/1946,84,66
USW00013873,7/29/1946,87,65
USW00013873,7/30/1946,76,65
USW00013873,7/31/1946,84,67
USW00013873,8/1/1946,89,68
USW00013873,8/2/1946,89,68
USW00013873,8/3/1946,87,69
USW00013873,8/4/1946,84,70
USW00013873,8/5/1946,89,69
USW00013873,8/6/1946,88,70
USW00013873,8/7/1946,89,69
USW00013873,8/8/1946,88,68
USW00013873,8/9/1946,92,68
USW00013873,8/10/1946,92,72
USW00013873,8/11/1946,92,70
USW00013873,8/12/1946,88,64
USW00013873,8/13/1946,89,63
USW00013873,8/14/1946,86,69
USW00013873,8/15/1946,87,67
USW00013873,8/16/1946,91,68
USW00013873,8/17/1946,95,72
USW00013873,8/18/1946,90,76
USW00013873,8/19/1946,97,69
USW00013873,8/20/1946,91,68
USW00013873,8/21/1946,87,67
USW00013873,8/22/1946,90,67
USW00013873,8/23/1946,90,67
USW00013873,8/24/1946,84,67
USW00013873,8/25/1946,81,67
USW00013873,8/26/1946,77,63
USW00013873,8/27/1946,85,62
USW00013873,8/28/1946,86,63
USW00013873,8/29/1946,79,64
USW00013873,8/30/1946,85,66
USW00013873,8/31/1946,79,58
