STATION,DATE,TMAX,TMIN
USW00013873,10/19/1959,68,47
USW00013873,10/20/1959,66,46
USW00013873,10/21/1959,64,57
USW00013873,10/22/1959,61,54
USW00013873,10/23/1959,63,56
USW00013873,10/24/1959,64,51
USW00013873,10/25/1959,55,42
USW00013873,10/26/1959,71,38
USW00013873,10/27/1959,69,46
USW00013873,10/28/1959,59,43
USW00013873,10/29/1959,52,45
USW00013873,10/30/1959,55,48
USW00013873,10/31/1959,64,53
USW00013873,11/1/1959,69,55
USW00013873,11/2/1959,73,48
USW00013873,11/3/1959,65,40
USW00013873,11/4/1959,77,45
USW00013873,11/5/1959,80,59
USW00013873,11/6/1959,68,41
USW00013873,11/7/1959,53,35
USW00013873,11/8/1959,56,34
USW00013873,11/9/1959,60,35
USW00013873,11/10/1959,62,34
USW00013873,11/11/1959,60,37
USW00013873,11/12/1959,68,40
USW00013873,11/13/1959,66,42
USW00013873,11/14/1959,72,51
USW00013873,11/15/1959,68,54
USW00013873,11/16/1959,63,50
USW00013873,11/17/1959,60,31
USW00013873,11/18/1959,50,26
USW00013873,11/19/1959,64,27
USW00013873,11/20/1959,62,32
USW00013873,11/21/1959,59,45
USW00013873,11/22/1959,68,36
USW00013873,11/23/1959,57,45
USW00013873,11/24/1959,66,46
USW00013873,11/25/1959,51,36
USW00013873,11/26/1959,67,34
USW00013873,11/27/1959,68,42
USW00013873,11/28/1959,49,26
USW00013873,11/29/1959,36,22
USW00013873,11/30/1959,47,19
USW00013873,12/1/1959,56,27
USW00013873,12/2/1959,47,38
USW00013873,12/3/1959,57,37
USW00013873,12/4/1959,66,31
USW00013873,12/5/1959,61,40
USW00013873,12/6/1959,46,31
USW00013873,12/7/1959,40,28
USW00013873,12/8/1959,58,24
USW00013873,12/9/1959,66,37
USW00013873,12/10/1959,68,44
USW00013873,12/11/1959,54,40
USW00013873,12/12/1959,61,46
USW00013873,12/13/1959,56,36
USW00013873,12/14/1959,52,30
USW00013873,12/15/1959,55,33
USW00013873,12/16/1959,63,37
USW00013873,12/17/1959,61,51
USW00013873,12/18/1959,68,48
USW00013873,12/19/1959,57,38
USW00013873,12/20/1959,45,30
USW00013873,12/21/1959,52,31
USW00013873,12/22/1959,46,29
USW00013873,12/23/1959,38,28
USW00013873,12/24/1959,42,31
USW00013873,12/25/1959,55,36
USW00013873,12/26/1959,62,41
USW00013873,12/27/1959,68,46
USW00013873,12/28/1959,65,43
USW00013873,12/29/1959,45,39
USW00013873,12/30/1959,42,33
USW00013873,12/31/1959,49,28
USW00013873,1/1/1960,36,28
USW00013873,1/2/1960,36,30
USW00013873,1/3/1960,52,35
USW00013873,1/4/1960,51,31
USW00013873,1/5/1960,50,32
USW00013873,1/6/1960,44,37
USW00013873,1/7/1960,49,37
USW00013873,1/8/1960,59,32
USW00013873,1/9/1960,63,33
USW00013873,1/10/1960,67,42
USW00013873,1/11/1960,72,47
USW00013873,1/12/1960,56,45
USW00013873,1/13/1960,71,45
USW00013873,1/14/1960,68,54
USW00013873,1/15/1960,67,44
USW00013873,1/16/1960,58,37
USW00013873,1/17/1960,50,39
USW00013873,1/18/1960,58,37
USW00013873,1/19/1960,43,28
USW00013873,1/20/1960,43,23
USW00013873,1/21/1960,39,20
USW00013873,1/22/1960,35,18
USW00013873,1/23/1960,39,11
USW00013873,1/24/1960,36,20
USW00013873,1/25/1960,49,18
USW00013873,1/26/1960,61,25
USW00013873,1/27/1960,52,39
USW00013873,1/28/1960,60,45
USW00013873,1/29/1960,52,48
USW00013873,1/30/1960,49,42
USW00013873,1/31/1960,51,39
USW00013873,2/1/1960,64,36
USW00013873,2/2/1960,65,35
USW00013873,2/3/1960,48,38
USW00013873,2/4/1960,41,32
USW00013873,2/5/1960,54,38
USW00013873,2/6/1960,52,40
USW00013873,2/7/1960,52,32
USW00013873,2/8/1960,58,25
USW00013873,2/9/1960,67,35
USW00013873,2/10/1960,63,54
USW00013873,2/11/1960,56,33
USW00013873,2/12/1960,58,28
USW00013873,2/13/1960,46,30
USW00013873,2/14/1960,37,25
USW00013873,2/15/1960,48,18
USW00013873,2/16/1960,56,30
USW00013873,2/17/1960,62,37
USW00013873,2/18/1960,53,30
USW00013873,2/19/1960,44,27
USW00013873,2/20/1960,52,21
USW00013873,2/21/1960,47,34
USW00013873,2/22/1960,50,32
USW00013873,2/23/1960,55,27
USW00013873,2/24/1960,56,32
USW00013873,2/25/1960,45,37
USW00013873,2/26/1960,45,31
USW00013873,2/27/1960,48,26
USW00013873,2/28/1960,56,34
USW00013873,2/29/1960,62,36
USW00013873,3/1/1960,40,27
USW00013873,3/2/1960,34,26
USW00013873,3/3/1960,34,23
USW00013873,3/4/1960,33,19
USW00013873,3/5/1960,35,13
USW00013873,3/6/1960,42,17
USW00013873,3/7/1960,40,25
USW00013873,3/8/1960,46,19
USW00013873,3/9/1960,35,25
USW00013873,3/10/1960,53,24
USW00013873,3/11/1960,38,28
USW00013873,3/12/1960,42,26
USW00013873,3/13/1960,49,24
USW00013873,3/14/1960,51,26
USW00013873,3/15/1960,43,34
USW00013873,3/16/1960,37,33
USW00013873,3/17/1960,58,33
USW00013873,3/18/1960,49,34
USW00013873,3/19/1960,55,28
USW00013873,3/20/1960,46,30
USW00013873,3/21/1960,47,27
USW00013873,3/22/1960,63,27
USW00013873,3/23/1960,57,27
USW00013873,3/24/1960,70,32
USW00013873,3/25/1960,57,35
USW00013873,3/26/1960,69,40
USW00013873,3/27/1960,74,38
USW00013873,3/28/1960,68,51
USW00013873,3/29/1960,64,53
USW00013873,3/30/1960,76,53
USW00013873,3/31/1960,70,49
USW00013873,4/1/1960,79,46
USW00013873,4/2/1960,66,58
USW00013873,4/3/1960,70,56
USW00013873,4/4/1960,63,54
USW00013873,4/5/1960,56,42
USW00013873,4/6/1960,70,35
USW00013873,4/7/1960,76,55
USW00013873,4/8/1960,74,45
USW00013873,4/9/1960,67,45
USW00013873,4/10/1960,58,30
USW00013873,4/11/1960,67,32
USW00013873,4/12/1960,78,39
USW00013873,4/13/1960,83,48
USW00013873,4/14/1960,82,54
USW00013873,4/15/1960,79,52
USW00013873,4/16/1960,84,54
USW00013873,4/17/1960,83,56
USW00013873,4/18/1960,73,55
USW00013873,4/19/1960,73,45
USW00013873,4/20/1960,77,52
USW00013873,4/21/1960,81,54
USW00013873,4/22/1960,83,54
USW00013873,4/23/1960,86,57
USW00013873,4/24/1960,89,58
USW00013873,4/25/1960,89,61
USW00013873,4/26/1960,88,61
USW00013873,4/27/1960,80,60
USW00013873,4/28/1960,65,51
USW00013873,4/29/1960,75,46
USW00013873,4/30/1960,65,55
USW00013873,5/1/1960,77,52
USW00013873,5/2/1960,67,49
USW00013873,5/3/1960,73,46
USW00013873,5/4/1960,75,50
USW00013873,5/5/1960,76,51
USW00013873,5/6/1960,78,55
USW00013873,5/7/1960,68,57
USW00013873,5/8/1960,65,48
USW00013873,5/9/1960,72,42
USW00013873,5/10/1960,73,46
USW00013873,5/11/1960,63,48
USW00013873,5/12/1960,59,40
USW00013873,5/13/1960,68,38
USW00013873,5/14/1960,78,44
USW00013873,5/15/1960,83,52
USW00013873,5/16/1960,85,56
USW00013873,5/17/1960,90,61
USW00013873,5/18/1960,92,64
USW00013873,5/19/1960,86,68
USW00013873,5/20/1960,89,64
USW00013873,5/21/1960,89,65
USW00013873,5/22/1960,91,60
USW00013873,5/23/1960,91,61
USW00013873,5/24/1960,94,64
USW00013873,5/25/1960,92,62
USW00013873,5/26/1960,92,63
USW00013873,5/27/1960,81,62
USW00013873,5/28/1960,85,53
USW00013873,5/29/1960,90,61
USW00013873,5/30/1960,91,66
USW00013873,5/31/1960,89,63
USW00013873,6/1/1960,87,59
USW00013873,6/2/1960,84,64
USW00013873,6/3/1960,86,63
USW00013873,6/4/1960,85,64
USW00013873,6/5/1960,87,65
USW00013873,6/6/1960,92,63
USW00013873,6/7/1960,90,67
USW00013873,6/8/1960,83,65
USW00013873,6/9/1960,84,61
USW00013873,6/10/1960,84,59
USW00013873,6/11/1960,85,60
USW00013873,6/12/1960,92,65
USW00013873,6/13/1960,92,69
USW00013873,6/14/1960,90,64
USW00013873,6/15/1960,89,64
USW00013873,6/16/1960,95,61
USW00013873,6/17/1960,85,64
USW00013873,6/18/1960,89,65
USW00013873,6/19/1960,90,65
USW00013873,6/20/1960,94,67
USW00013873,6/21/1960,90,67
USW00013873,6/22/1960,91,67
USW00013873,6/23/1960,93,70
USW00013873,6/24/1960,94,71
USW00013873,6/25/1960,88,68
USW00013873,6/26/1960,72,65
USW00013873,6/27/1960,84,62
USW00013873,6/28/1960,86,66
USW00013873,6/29/1960,93,69
USW00013873,6/30/1960,98,66
USW00013873,7/1/1960,99,72
USW00013873,7/2/1960,98,73
USW00013873,7/3/1960,98,72
USW00013873,7/4/1960,95,72
USW00013873,7/5/1960,96,70
USW00013873,7/6/1960,89,70
USW00013873,7/7/1960,76,69
USW00013873,7/8/1960,88,65
USW00013873,7/9/1960,90,68
USW00013873,7/10/1960,88,67
USW00013873,7/11/1960,90,67
USW00013873,7/12/1960,91,70
USW00013873,7/13/1960,93,69
USW00013873,7/14/1960,90,73
USW00013873,7/15/1960,87,67
USW00013873,7/16/1960,87,66
USW00013873,7/17/1960,89,66
USW00013873,7/18/1960,91,68
USW00013873,7/19/1960,86,69
USW00013873,7/20/1960,94,70
USW00013873,7/21/1960,94,69
USW00013873,7/22/1960,95,68
USW00013873,7/23/1960,90,70
USW00013873,7/24/1960,92,69
USW00013873,7/25/1960,92,70
USW00013873,7/26/1960,89,72
USW00013873,7/27/1960,90,70
USW00013873,7/28/1960,76,68
USW00013873,7/29/1960,86,68
USW00013873,7/30/1960,90,65
USW00013873,7/31/1960,91,65
USW00013873,8/1/1960,90,67
USW00013873,8/2/1960,92,69
USW00013873,8/3/1960,92,69
USW00013873,8/4/1960,92,72
USW00013873,8/5/1960,88,70
USW00013873,8/6/1960,91,69
USW00013873,8/7/1960,92,70
USW00013873,8/8/1960,90,70
USW00013873,8/9/1960,90,70
USW00013873,8/10/1960,91,69
USW00013873,8/11/1960,82,72
USW00013873,8/12/1960,87,70
USW00013873,8/13/1960,88,68
USW00013873,8/14/1960,93,68
USW00013873,8/15/1960,90,67
USW00013873,8/16/1960,89,67
USW00013873,8/17/1960,84,67
USW00013873,8/18/1960,84,66
USW00013873,8/19/1960,88,67
USW00013873,8/20/1960,88,69
USW00013873,8/21/1960,90,68
USW00013873,8/22/1960,84,68
USW00013873,8/23/1960,87,71
USW00013873,8/24/1960,87,68
USW00013873,8/25/1960,79,68
USW00013873,8/26/1960,81,66
USW00013873,8/27/1960,87,65
USW00013873,8/28/1960,91,67
USW00013873,8/29/1960,94,68
USW00013873,8/30/1960,94,68
USW00013873,8/31/1960,93,69
USW00013873,9/1/1960,89,67
USW00013873,9/2/1960,90,67
USW00013873,9/3/1960,89,66
USW00013873,9/4/1960,90,68
USW00013873,9/5/1960,93,68
USW00013873,9/6/1960,95,69
USW00013873,9/7/1960,87,70
USW00013873,9/8/1960,88,66
USW00013873,9/9/1960,90,68
USW00013873,9/10/1960,90,68
USW00013873,9/11/1960,84,67
USW00013873,9/12/1960,85,62
USW00013873,9/13/1960,82,57
USW00013873,9/14/1960,77,53
USW00013873,9/15/1960,71,60
USW00013873,9/16/1960,78,65
USW00013873,9/17/1960,83,66
USW00013873,9/18/1960,86,65
USW00013873,9/19/1960,89,65
USW00013873,9/20/1960,89,64
USW00013873,9/21/1960,88,63
USW00013873,9/22/1960,75,64
USW00013873,9/23/1960,79,58
USW00013873,9/24/1960,82,57
USW00013873,9/25/1960,78,59
USW00013873,9/26/1960,73,59
USW00013873,9/27/1960,65,59
USW00013873,9/28/1960,64,58
USW00013873,9/29/1960,70,59
USW00013873,9/30/1960,82,57
USW00013873,10/1/1960,86,58
USW00013873,10/2/1960,81,62
USW00013873,10/3/1960,87,60
USW00013873,10/4/1960,84,58
USW00013873,10/5/1960,82,59
USW00013873,10/6/1960,80,63
USW00013873,10/7/1960,78,66
USW00013873,10/8/1960,68,61
USW00013873,10/9/1960,75,59
USW00013873,10/10/1960,78,58
USW00013873,10/11/1960,81,59
USW00013873,10/12/1960,82,56
USW00013873,10/13/1960,83,56
USW00013873,10/14/1960,83,58
USW00013873,10/15/1960,79,60
USW00013873,10/16/1960,82,58
USW00013873,10/17/1960,81,56
USW00013873,10/18/1960,80,51
USW00013873,10/19/1960,79,55
USW00013873,10/20/1960,67,46
USW00013873,10/21/1960,63,43
USW00013873,10/22/1960,67,41
USW00013873,10/23/1960,72,44
USW00013873,10/24/1960,74,49
USW00013873,10/25/1960,68,38
USW00013873,10/26/1960,65,38
USW00013873,10/27/1960,71,46
USW00013873,10/28/1960,66,46
USW00013873,10/29/1960,71,45
USW00013873,10/30/1960,73,49
USW00013873,10/31/1960,61,49
USW00013873,11/1/1960,65,40
USW00013873,11/2/1960,74,39
USW00013873,11/3/1960,66,43
USW00013873,11/4/1960,68,34
USW00013873,11/5/1960,73,35
USW00013873,11/6/1960,58,34
USW00013873,11/7/1960,54,32
USW00013873,11/8/1960,56,27
USW00013873,11/9/1960,60,35
USW00013873,11/10/1960,63,35
USW00013873,11/11/1960,50,33
USW00013873,11/12/1960,58,27
USW00013873,11/13/1960,63,32
USW00013873,11/14/1960,70,37
USW00013873,11/15/1960,73,40
USW00013873,11/16/1960,74,47
USW00013873,11/17/1960,64,51
USW00013873,11/18/1960,58,44
USW00013873,11/19/1960,68,38
USW00013873,11/20/1960,66,35
USW00013873,11/21/1960,72,40
USW00013873,11/22/1960,70,38
USW00013873,11/23/1960,60,51
USW00013873,11/24/1960,57,49
USW00013873,11/25/1960,66,47
USW00013873,11/26/1960,65,49
USW00013873,11/27/1960,69,52
USW00013873,11/28/1960,74,50
USW00013873,11/29/1960,64,40
USW00013873,11/30/1960,50,30
USW00013873,12/1/1960,46,24
USW00013873,12/2/1960,50,20
USW00013873,12/3/1960,58,18
USW00013873,12/4/1960,66,23
USW00013873,12/5/1960,68,28
USW00013873,12/6/1960,69,35
USW00013873,12/7/1960,72,43
USW00013873,12/8/1960,59,44
USW00013873,12/9/1960,46,30
USW00013873,12/10/1960,53,29
USW00013873,12/11/1960,48,37
USW00013873,12/12/1960,42,24
USW00013873,12/13/1960,41,21
USW00013873,12/14/1960,53,18
USW00013873,12/15/1960,39,33
USW00013873,12/16/1960,43,28
USW00013873,12/17/1960,50,25
USW00013873,12/18/1960,52,24
USW00013873,12/19/1960,57,28
USW00013873,12/20/1960,58,28
USW00013873,12/21/1960,46,18
USW00013873,12/22/1960,32,11
USW00013873,12/23/1960,39,16
USW00013873,12/24/1960,41,27
USW00013873,12/25/1960,53,27
USW00013873,12/26/1960,57,26
USW00013873,12/27/1960,59,42
USW00013873,12/28/1960,44,35
USW00013873,12/29/1960,50,32
USW00013873,12/30/1960,61,39
USW00013873,12/31/1960,46,37
USW00013873,1/1/1961,57,35
USW00013873,1/2/1961,54,30
USW00013873,1/3/1961,46,27
USW00013873,1/4/1961,52,24
USW00013873,1/5/1961,54,28
USW00013873,1/6/1961,60,30
USW00013873,1/7/1961,59,35
USW00013873,1/8/1961,53,29
USW00013873,1/9/1961,51,21
USW00013873,1/10/1961,52,24
USW00013873,1/11/1961,60,21
USW00013873,1/12/1961,67,33
USW00013873,1/13/1961,51,37
USW00013873,1/14/1961,51,43
USW00013873,1/15/1961,55,42
USW00013873,1/16/1961,46,37
USW00013873,1/17/1961,56,33
USW00013873,1/18/1961,64,37
USW00013873,1/19/1961,51,33
USW00013873,1/20/1961,39,26
USW00013873,1/21/1961,31,16
USW00013873,1/22/1961,37,11
USW00013873,1/23/1961,56,26
USW00013873,1/24/1961,61,31
USW00013873,1/25/1961,38,23
USW00013873,1/26/1961,33,22
USW00013873,1/27/1961,34,22
USW00013873,1/28/1961,39,17
USW00013873,1/29/1961,49,24
USW00013873,1/30/1961,55,23
USW00013873,1/31/1961,57,27
USW00013873,2/1/1961,59,32
USW00013873,2/2/1961,44,29
USW00013873,2/3/1961,31,23
USW00013873,2/4/1961,51,23
USW00013873,2/5/1961,49,27
USW00013873,2/6/1961,39,29
USW00013873,2/7/1961,35,33
USW00013873,2/8/1961,44,32
USW00013873,2/9/1961,47,31
USW00013873,2/10/1961,55,28
USW00013873,2/11/1961,61,30
USW00013873,2/12/1961,73,41
USW00013873,2/13/1961,73,43
USW00013873,2/14/1961,73,42
USW00013873,2/15/1961,74,52
USW00013873,2/16/1961,75,46
USW00013873,2/17/1961,63,49
USW00013873,2/18/1961,62,48
USW00013873,2/19/1961,60,54
USW00013873,2/20/1961,62,45
USW00013873,2/21/1961,46,41
USW00013873,2/22/1961,50,42
USW00013873,2/23/1961,72,50
USW00013873,2/24/1961,60,48
USW00013873,2/25/1961,66,35
USW00013873,2/26/1961,63,31
USW00013873,2/27/1961,70,36
USW00013873,2/28/1961,74,46
USW00013873,3/1/1961,57,44
USW00013873,3/2/1961,60,34
USW00013873,3/3/1961,68,35
USW00013873,3/4/1961,79,45
USW00013873,3/5/1961,79,58
USW00013873,3/6/1961,77,60
USW00013873,3/7/1961,76,61
USW00013873,3/8/1961,74,43
USW00013873,3/9/1961,44,37
USW00013873,3/10/1961,59,31
USW00013873,3/11/1961,65,33
USW00013873,3/12/1961,71,46
USW00013873,3/13/1961,66,50
USW00013873,3/14/1961,60,45
USW00013873,3/15/1961,72,37
USW00013873,3/16/1961,74,48
USW00013873,3/17/1961,59,39
USW00013873,3/18/1961,47,34
USW00013873,3/19/1961,68,36
USW00013873,3/20/1961,63,47
USW00013873,3/21/1961,54,43
USW00013873,3/22/1961,62,41
USW00013873,3/23/1961,66,39
USW00013873,3/24/1961,56,39
USW00013873,3/25/1961,69,32
USW00013873,3/26/1961,75,38
USW00013873,3/27/1961,73,45
USW00013873,3/28/1961,70,51
USW00013873,3/29/1961,77,51
USW00013873,3/30/1961,70,47
USW00013873,3/31/1961,62,56
USW00013873,4/1/1961,59,46
USW00013873,4/2/1961,64,35
USW00013873,4/3/1961,55,44
USW00013873,4/4/1961,59,36
USW00013873,4/5/1961,74,35
USW00013873,4/6/1961,61,44
USW00013873,4/7/1961,66,34
USW00013873,4/8/1961,62,37
USW00013873,4/9/1961,61,47
USW00013873,4/10/1961,58,39
USW00013873,4/11/1961,67,31
USW00013873,4/12/1961,65,49
USW00013873,4/13/1961,57,42
USW00013873,4/14/1961,73,35
USW00013873,4/15/1961,64,51
USW00013873,4/16/1961,61,40
USW00013873,4/17/1961,66,38
USW00013873,4/18/1961,64,40
USW00013873,4/19/1961,72,40
USW00013873,4/20/1961,70,40
USW00013873,4/21/1961,73,44
USW00013873,4/22/1961,81,50
USW00013873,4/23/1961,82,56
USW00013873,4/24/1961,82,58
USW00013873,4/25/1961,81,59
USW00013873,4/26/1961,78,60
USW00013873,4/27/1961,61,49
USW00013873,4/28/1961,76,41
USW00013873,4/29/1961,70,39
USW00013873,4/30/1961,76,43
USW00013873,5/1/1961,64,53
USW00013873,5/2/1961,73,50
USW00013873,5/3/1961,75,44
USW00013873,5/4/1961,78,46
USW00013873,5/5/1961,65,55
USW00013873,5/6/1961,76,55
USW00013873,5/7/1961,85,60
USW00013873,5/8/1961,85,61
USW00013873,5/9/1961,70,56
USW00013873,5/10/1961,62,53
USW00013873,5/11/1961,70,57
USW00013873,5/12/1961,69,55
USW00013873,5/13/1961,79,55
USW00013873,5/14/1961,84,56
USW00013873,5/15/1961,85,60
USW00013873,5/16/1961,81,59
USW00013873,5/17/1961,81,57
USW00013873,5/18/1961,73,59
USW00013873,5/19/1961,84,60
USW00013873,5/20/1961,82,61
USW00013873,5/21/1961,83,61
USW00013873,5/22/1961,69,57
USW00013873,5/23/1961,74,55
USW00013873,5/24/1961,78,51
USW00013873,5/25/1961,78,58
USW00013873,5/26/1961,71,48
USW00013873,5/27/1961,70,40
USW00013873,5/28/1961,76,46
USW00013873,5/29/1961,81,51
USW00013873,5/30/1961,86,56
USW00013873,5/31/1961,86,56
USW00013873,6/1/1961,89,59
USW00013873,6/2/1961,90,65
USW00013873,6/3/1961,89,63
USW00013873,6/4/1961,88,62
USW00013873,6/5/1961,92,65
USW00013873,6/6/1961,92,67
USW00013873,6/7/1961,92,64
USW00013873,6/8/1961,92,68
USW00013873,6/9/1961,90,66
USW00013873,6/10/1961,92,68
USW00013873,6/11/1961,90,66
USW00013873,6/12/1961,92,67
USW00013873,6/13/1961,91,70
USW00013873,6/14/1961,91,69
USW00013873,6/15/1961,87,57
USW00013873,6/16/1961,62,53
USW00013873,6/17/1961,68,58
USW00013873,6/18/1961,78,55
USW00013873,6/19/1961,81,58
USW00013873,6/20/1961,69,61
USW00013873,6/21/1961,77,64
USW00013873,6/22/1961,84,64
USW00013873,6/23/1961,86,60
USW00013873,6/24/1961,84,62
USW00013873,6/25/1961,83,64
USW00013873,6/26/1961,75,64
USW00013873,6/27/1961,77,65
USW00013873,6/28/1961,80,65
USW00013873,6/29/1961,83,63
USW00013873,6/30/1961,87,64
USW00013873,7/1/1961,91,65
USW00013873,7/2/1961,92,68
USW00013873,7/3/1961,88,70
USW00013873,7/4/1961,89,66
USW00013873,7/5/1961,92,65
USW00013873,7/6/1961,90,68
USW00013873,7/7/1961,86,69
USW00013873,7/8/1961,87,68
USW00013873,7/9/1961,84,65
USW00013873,7/10/1961,82,62
USW00013873,7/11/1961,78,61
USW00013873,7/12/1961,85,62
USW00013873,7/13/1961,85,65
USW00013873,7/14/1961,87,63
USW00013873,7/15/1961,89,69
USW00013873,7/16/1961,90,67
USW00013873,7/17/1961,88,68
USW00013873,7/18/1961,84,68
USW00013873,7/19/1961,89,69
USW00013873,7/20/1961,90,68
USW00013873,7/21/1961,90,67
USW00013873,7/22/1961,90,68
USW00013873,7/23/1961,91,69
USW00013873,7/24/1961,90,70
USW00013873,7/25/1961,90,70
USW00013873,7/26/1961,92,70
USW00013873,7/27/1961,90,68
USW00013873,7/28/1961,91,67
USW00013873,7/29/1961,92,70
USW00013873,7/30/1961,94,71
USW00013873,7/31/1961,94,72
USW00013873,8/1/1961,96,69
USW00013873,8/2/1961,94,69
USW00013873,8/3/1961,93,71
USW00013873,8/4/1961,89,72
USW00013873,8/5/1961,90,70
USW00013873,8/6/1961,81,69
USW00013873,8/7/1961,81,68
USW00013873,8/8/1961,88,67
USW00013873,8/9/1961,86,66
USW00013873,8/10/1961,89,67
USW00013873,8/11/1961,91,69
USW00013873,8/12/1961,92,72
USW00013873,8/13/1961,89,70
USW00013873,8/14/1961,81,67
USW00013873,8/15/1961,75,64
USW00013873,8/16/1961,85,60
USW00013873,8/17/1961,87,64
USW00013873,8/18/1961,86,64
USW00013873,8/19/1961,83,65
USW00013873,8/20/1961,75,63
USW00013873,8/21/1961,84,63
USW00013873,8/22/1961,85,61
USW00013873,8/23/1961,83,64
USW00013873,8/24/1961,80,66
USW00013873,8/25/1961,78,65
USW00013873,8/26/1961,84,69
USW00013873,8/27/1961,85,69
USW00013873,8/28/1961,90,69
USW00013873,8/29/1961,93,71
USW00013873,8/30/1961,87,71
USW00013873,8/31/1961,86,70
USW00013873,9/1/1961,88,69
USW00013873,9/2/1961,89,70
USW00013873,9/3/1961,92,68
USW00013873,9/4/1961,93,70
USW00013873,9/5/1961,90,68
USW00013873,9/6/1961,86,69
USW00013873,9/7/1961,87,70
USW00013873,9/8/1961,87,69
USW00013873,9/9/1961,87,67
USW00013873,9/10/1961,84,67
USW00013873,9/11/1961,88,69
USW00013873,9/12/1961,88,69
USW00013873,9/13/1961,87,65
USW00013873,9/14/1961,79,64
USW00013873,9/15/1961,79,56
USW00013873,9/16/1961,72,51
USW00013873,9/17/1961,73,52
USW00013873,9/18/1961,70,52
USW00013873,9/19/1961,68,58
USW00013873,9/20/1961,82,65
USW00013873,9/21/1961,84,57
USW00013873,9/22/1961,89,62
USW00013873,9/23/1961,92,66
USW00013873,9/24/1961,92,68
USW00013873,9/25/1961,92,65
USW00013873,9/26/1961,90,67
USW00013873,9/27/1961,87,61
USW00013873,9/28/1961,84,60
USW00013873,9/29/1961,81,59
USW00013873,9/30/1961,80,57
USW00013873,10/1/1961,81,56
USW00013873,10/2/1961,81,57
USW00013873,10/3/1961,68,53
USW00013873,10/4/1961,72,50
USW00013873,10/5/1961,71,45
USW00013873,10/6/1961,73,43
USW00013873,10/7/1961,75,43
USW00013873,10/8/1961,76,47
USW00013873,10/9/1961,81,49
USW00013873,10/10/1961,83,50
USW00013873,10/11/1961,82,54
USW00013873,10/12/1961,82,55
USW00013873,10/13/1961,83,51
USW00013873,10/14/1961,76,47
USW00013873,10/15/1961,69,37
USW00013873,10/16/1961,79,43
USW00013873,10/17/1961,80,51
USW00013873,10/18/1961,79,50
USW00013873,10/19/1961,79,47
USW00013873,10/20/1961,55,39
USW00013873,10/21/1961,74,43
USW00013873,10/22/1961,76,44
USW00013873,10/23/1961,75,45
USW00013873,10/24/1961,76,48
USW00013873,10/25/1961,79,52
USW00013873,10/26/1961,71,44
USW00013873,10/27/1961,66,34
USW00013873,10/28/1961,67,34
USW00013873,10/29/1961,77,51
USW00013873,10/30/1961,81,52
USW00013873,10/31/1961,84,59
USW00013873,11/1/1961,85,63
USW00013873,11/2/1961,86,59
USW00013873,11/3/1961,82,63
USW00013873,11/4/1961,82,63
USW00013873,11/5/1961,81,59
USW00013873,11/6/1961,78,64
USW00013873,11/7/1961,79,49
USW00013873,11/8/1961,63,39
USW00013873,11/9/1961,64,31
USW00013873,11/10/1961,70,38
USW00013873,11/11/1961,70,47
USW00013873,11/12/1961,76,51
USW00013873,11/13/1961,67,55
USW00013873,11/14/1961,69,62
USW00013873,11/15/1961,68,62
USW00013873,11/16/1961,73,57
USW00013873,11/17/1961,68,42
USW00013873,11/18/1961,53,39
USW00013873,11/19/1961,48,37
USW00013873,11/20/1961,57,34
USW00013873,11/21/1961,53,31
USW00013873,11/22/1961,54,31
USW00013873,11/23/1961,61,51
USW00013873,11/24/1961,66,42
USW00013873,11/25/1961,65,37
USW00013873,11/26/1961,64,38
USW00013873,11/27/1961,70,47
USW00013873,11/28/1961,56,37
USW00013873,11/29/1961,55,32
USW00013873,11/30/1961,58,27
USW00013873,12/1/1961,61,31
USW00013873,12/2/1961,64,36
USW00013873,12/3/1961,72,44
USW00013873,12/4/1961,72,46
USW00013873,12/5/1961,60,49
USW00013873,12/6/1961,54,44
USW00013873,12/7/1961,57,37
USW00013873,12/8/1961,54,36
USW00013873,12/9/1961,44,37
USW00013873,12/10/1961,50,38
USW00013873,12/11/1961,55,48
USW00013873,12/12/1961,63,55
USW00013873,12/13/1961,59,29
USW00013873,12/14/1961,43,29
USW00013873,12/15/1961,51,40
USW00013873,12/16/1961,46,34
USW00013873,12/17/1961,45,34
USW00013873,12/18/1961,67,45
USW00013873,12/19/1961,63,42
USW00013873,12/20/1961,49,31
USW00013873,12/21/1961,53,26
USW00013873,12/22/1961,58,27
USW00013873,12/23/1961,55,32
USW00013873,12/24/1961,41,24
USW00013873,12/25/1961,46,26
USW00013873,12/26/1961,55,21
USW00013873,12/27/1961,57,28
USW00013873,12/28/1961,43,26
USW00013873,12/29/1961,35,19
USW00013873,12/30/1961,43,19
USW00013873,12/31/1961,43,27
USW00013873,1/1/1962,41,32
USW00013873,1/2/1962,42,26
USW00013873,1/3/1962,61,27
USW00013873,1/4/1962,62,35
USW00013873,1/5/1962,55,35
USW00013873,1/6/1962,62,36
USW00013873,1/7/1962,44,32
USW00013873,1/8/1962,42,29
USW00013873,1/9/1962,45,29
USW00013873,1/10/1962,34,19
USW00013873,1/11/1962,31,19
USW00013873,1/12/1962,35,17
USW00013873,1/13/1962,46,15
USW00013873,1/14/1962,43,26
USW00013873,1/15/1962,57,35
USW00013873,1/16/1962,53,26
USW00013873,1/17/1962,56,26
